time,v_c(20),v_c(50),v_c(80),v_c(100),G_i(20),G_i(50),G_i(80),G_i(100),Na_i(20),Na_i(50),Na_i(80),Na_i(100),Cl_i(20),Cl_i(50),Cl_i(80),Cl_i(100),J_W_A(20),J_W_A(50),J_W_A(80),J_W_A(100),Cl_i(20)-A,Cl_i(50)-A,Cl_i(80)-A,Cl_i(100)-A,Na_i(20)-A,Na_i(50)-A,Na_i(80)-A,Na_i(100)-A,G_i(20)-A,G_i(50)-A,G_i(80)-A,G_i(100)-A,v_c(20)-A,v_c(50)-A,v_c(80)-A,v_c(100)-A,J_W_A(20)-A,J_W_A(50)-A,J_W_A(80)-A,J_W_A(100)-A
2173,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.029,41.1174,45.8004,51.3351,49.5466,48.84,48.6584,61.5574,61.1785,59.7054,58.5742,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5826,57.8838,55.3493,53.8704,52.6228,53.5791,54.3808,54.9143,12.8423,15.2131,16.9982,18.1478,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2174,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0291,41.1176,45.8007,51.3351,49.5466,48.8399,48.6584,61.5573,61.1786,59.7055,58.5742,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5823,57.8832,55.3485,53.8696,52.623,53.5796,54.3816,54.9152,12.8423,15.2131,16.9981,18.1478,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2175,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0291,41.1177,45.8009,51.3351,49.5465,48.8399,48.6584,61.5573,61.1788,59.7056,58.5743,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5821,57.8825,55.3477,53.8687,52.6232,53.5801,54.3824,54.9161,12.8423,15.2131,16.9981,18.1477,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2176,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0291,41.1179,45.8012,51.3352,49.5464,48.8398,48.6584,61.5572,61.1789,59.7057,58.5743,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5818,57.8819,55.3469,53.8679,52.6234,53.5806,54.3832,54.917,12.8423,15.2131,16.9981,18.1477,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2177,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0292,41.118,45.8014,51.3352,49.5463,48.8398,48.6584,61.5572,61.1791,59.7058,58.5744,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5816,57.8813,55.3461,53.867,52.6236,53.5811,54.3839,54.9179,12.8423,15.213,16.998,18.1477,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2178,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0292,41.1182,45.8017,51.3352,49.5462,48.8397,48.6584,61.5571,61.1792,59.7059,58.5744,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5813,57.8806,55.3453,53.8662,52.6238,53.5817,54.3847,54.9188,12.8423,15.213,16.998,18.1476,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2179,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0292,41.1183,45.8019,51.3353,49.5461,48.8397,48.6584,61.5571,61.1793,59.706,58.5745,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.581,57.88,55.3445,53.8653,52.624,53.5822,54.3855,54.9197,12.8423,15.213,16.998,18.1476,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2180,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0293,41.1185,45.8021,51.3353,49.5461,48.8396,48.6584,61.557,61.1795,59.7061,58.5745,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5808,57.8794,55.3437,53.8644,52.6241,53.5827,54.3862,54.9205,12.8423,15.213,16.9979,18.1475,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2181,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0293,41.1186,45.8024,51.3353,49.546,48.8396,48.6584,61.557,61.1796,59.7062,58.5745,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5805,57.8788,55.3428,53.8636,52.6243,53.5832,54.387,54.9214,12.8423,15.213,16.9979,18.1475,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2182,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0293,41.1188,45.8026,51.3354,49.5459,48.8395,48.6584,61.557,61.1798,59.7063,58.5746,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5803,57.8782,55.342,53.8627,52.6245,53.5837,54.3878,54.9223,12.8423,15.213,16.9978,18.1474,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2183,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0294,41.1189,45.8029,51.3354,49.5458,48.8395,48.6584,61.5569,61.1799,59.7064,58.5746,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.58,57.8775,55.3412,53.8619,52.6247,53.5842,54.3885,54.9232,12.8423,15.2129,16.9978,18.1474,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2184,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0294,41.1191,45.8031,51.3354,49.5457,48.8394,48.6584,61.5569,61.1801,59.7065,58.5747,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5798,57.8769,55.3404,53.861,52.6249,53.5847,54.3893,54.9241,12.8423,15.2129,16.9978,18.1473,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2185,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0294,41.1192,45.8033,51.3355,49.5457,48.8394,48.6584,61.5568,61.1802,59.7066,58.5747,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5795,57.8763,55.3396,53.8602,52.625,53.5853,54.39,54.925,12.8423,15.2129,16.9977,18.1473,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2186,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0294,41.1194,45.8036,51.3355,49.5456,48.8393,48.6584,61.5568,61.1803,59.7067,58.5747,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5792,57.8757,55.3388,53.8593,52.6252,53.5858,54.3908,54.9258,12.8423,15.2129,16.9977,18.1472,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2187,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0295,41.1195,45.8038,51.3355,49.5455,48.8393,48.6584,61.5567,61.1805,59.7069,58.5748,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.579,57.875,55.338,53.8585,52.6254,53.5863,54.3916,54.9267,12.8423,15.2129,16.9977,18.1472,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2188,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0295,41.1196,45.8041,51.3355,49.5454,48.8392,48.6584,61.5567,61.1806,59.707,58.5748,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5787,57.8744,55.3372,53.8576,52.6256,53.5868,54.3923,54.9276,12.8423,15.2129,16.9976,18.1471,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2189,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0295,41.1198,45.8043,51.3356,49.5453,48.8392,48.6584,61.5566,61.1808,59.7071,58.5749,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5785,57.8738,55.3364,53.8568,52.6258,53.5873,54.3931,54.9285,12.8423,15.2128,16.9976,18.1471,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2190,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0296,41.1199,45.8045,51.3356,49.5453,48.8391,48.6584,61.5566,61.1809,59.7072,58.5749,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5782,57.8732,55.3356,53.856,52.626,53.5878,54.3938,54.9293,12.8423,15.2128,16.9976,18.1471,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2191,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0296,41.1201,45.8048,51.3356,49.5452,48.8391,48.6584,61.5566,61.181,59.7073,58.575,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5779,57.8726,55.3348,53.8551,52.6261,53.5883,54.3946,54.9302,12.8423,15.2128,16.9975,18.147,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2192,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0296,41.1202,45.805,51.3357,49.5451,48.839,48.6584,61.5565,61.1812,59.7074,58.575,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5777,57.872,55.334,53.8543,52.6263,53.5888,54.3954,54.9311,12.8423,15.2128,16.9975,18.147,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2193,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0297,41.1204,45.8052,51.3357,49.545,48.839,48.6584,61.5565,61.1813,59.7075,58.575,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5774,57.8713,55.3333,53.8534,52.6265,53.5893,54.3961,54.9319,12.8423,15.2128,16.9975,18.1469,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2194,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0297,41.1205,45.8055,51.3357,49.5449,48.8389,48.6584,61.5564,61.1815,59.7076,58.5751,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5772,57.8707,55.3325,53.8526,52.6267,53.5898,54.3969,54.9328,12.8423,15.2128,16.9974,18.1469,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2195,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0297,41.1207,45.8057,51.3357,49.5449,48.8389,48.6584,61.5564,61.1816,59.7077,58.5751,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5769,57.8701,55.3317,53.8518,52.6269,53.5903,54.3976,54.9337,12.8423,15.2127,16.9974,18.1468,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2196,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0298,41.1208,45.8059,51.3358,49.5448,48.8388,48.6584,61.5563,61.1817,59.7078,58.5752,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5767,57.8695,55.3309,53.8509,52.627,53.5908,54.3984,54.9345,12.8423,15.2127,16.9973,18.1468,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2197,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0298,41.1209,45.8062,51.3358,49.5447,48.8388,48.6584,61.5563,61.1819,59.7079,58.5752,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5764,57.8689,55.3301,53.8501,52.6272,53.5913,54.3991,54.9354,12.8423,15.2127,16.9973,18.1467,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2198,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0298,41.1211,45.8064,51.3358,49.5446,48.8387,48.6584,61.5562,61.182,59.708,58.5752,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5762,57.8683,55.3293,53.8492,52.6274,53.5918,54.3999,54.9363,12.8423,15.2127,16.9973,18.1467,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2199,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0299,41.1212,45.8066,51.3359,49.5445,48.8387,48.6584,61.5562,61.1822,59.7081,58.5753,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5759,57.8677,55.3285,53.8484,52.6276,53.5924,54.4006,54.9371,12.8423,15.2127,16.9972,18.1466,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2200,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0299,41.1214,45.8069,51.3359,49.5445,48.8386,48.6584,61.5562,61.1823,59.7082,58.5753,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5756,57.867,55.3277,53.8476,52.6278,53.5929,54.4014,54.938,12.8423,15.2127,16.9972,18.1466,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2201,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0299,41.1215,45.8071,51.3359,49.5444,48.8386,48.6584,61.5561,61.1824,59.7083,58.5754,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5754,57.8664,55.3269,53.8467,52.6279,53.5934,54.4021,54.9389,12.8423,15.2126,16.9972,18.1466,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2202,1.95E-15,1.84E-15,1.68E-15,1.58E-15,17.5904,32.0299,41.1217,45.8073,51.336,49.5443,48.8386,48.6584,61.5561,61.1826,59.7084,58.5754,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5751,57.8658,55.3262,53.8459,52.6281,53.5939,54.4029,54.9397,12.8423,15.2126,16.9971,18.1465,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2203,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.03,41.1218,45.8075,51.336,49.5442,48.8385,48.6584,61.556,61.1827,59.7085,58.5755,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5749,57.8652,55.3254,53.8451,52.6283,53.5944,54.4036,54.9406,12.8423,15.2126,16.9971,18.1465,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2204,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.03,41.1219,45.8078,51.336,49.5441,48.8385,48.6584,61.556,61.1829,59.7086,58.5755,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5746,57.8646,55.3246,53.8443,52.6285,53.5949,54.4044,54.9414,12.8423,15.2126,16.9971,18.1464,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2205,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.03,41.1221,45.808,51.336,49.5441,48.8384,48.6584,61.5559,61.183,59.7087,58.5755,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5744,57.864,55.3238,53.8434,52.6287,53.5954,54.4051,54.9423,12.8423,15.2126,16.997,18.1464,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2206,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0301,41.1222,45.8082,51.3361,49.544,48.8384,48.6584,61.5559,61.1831,59.7088,58.5756,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5741,57.8634,55.323,53.8426,52.6288,53.5959,54.4058,54.9432,12.8423,15.2126,16.997,18.1463,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2207,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0301,41.1224,45.8085,51.3361,49.5439,48.8383,48.6584,61.5559,61.1833,59.7089,58.5756,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5739,57.8628,55.3222,53.8418,52.629,53.5964,54.4066,54.944,12.8423,15.2125,16.997,18.1463,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2208,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0301,41.1225,45.8087,51.3361,49.5438,48.8383,48.6584,61.5558,61.1834,59.709,58.5757,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5736,57.8622,55.3215,53.841,52.6292,53.5969,54.4073,54.9449,12.8423,15.2125,16.9969,18.1462,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2209,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0302,41.1226,45.8089,51.3362,49.5437,48.8382,48.6584,61.5558,61.1836,59.7091,58.5757,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5734,57.8616,55.3207,53.8401,52.6294,53.5974,54.4081,54.9457,12.8423,15.2125,16.9969,18.1462,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2210,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0302,41.1228,45.8091,51.3362,49.5437,48.8382,48.6584,61.5557,61.1837,59.7093,58.5758,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5731,57.861,55.3199,53.8393,52.6296,53.5979,54.4088,54.9466,12.8423,15.2125,16.9969,18.1461,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2211,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0302,41.1229,45.8094,51.3362,49.5436,48.8381,48.6584,61.5557,61.1838,59.7094,58.5758,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5729,57.8604,55.3191,53.8385,52.6297,53.5984,54.4095,54.9474,12.8423,15.2125,16.9968,18.1461,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2212,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0302,41.1231,45.8096,51.3362,49.5435,48.8381,48.6583,61.5556,61.184,59.7095,58.5758,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5726,57.8598,55.3184,53.8377,52.6299,53.5989,54.4103,54.9483,12.8423,15.2125,16.9968,18.1461,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2213,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0303,41.1232,45.8098,51.3363,49.5434,48.838,48.6583,61.5556,61.1841,59.7096,58.5759,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5724,57.8592,55.3176,53.8369,52.6301,53.5993,54.411,54.9491,12.8423,15.2124,16.9968,18.146,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2214,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0303,41.1233,45.81,51.3363,49.5433,48.838,48.6583,61.5555,61.1842,59.7097,58.5759,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5721,57.8586,55.3168,53.836,52.6303,53.5998,54.4118,54.95,12.8423,15.2124,16.9967,18.146,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2215,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0303,41.1235,45.8103,51.3363,49.5433,48.8379,48.6583,61.5555,61.1844,59.7098,58.576,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5719,57.858,55.316,53.8352,52.6304,53.6003,54.4125,54.9508,12.8423,15.2124,16.9967,18.1459,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2216,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0304,41.1236,45.8105,51.3364,49.5432,48.8379,48.6583,61.5555,61.1845,59.7099,58.576,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5716,57.8574,55.3153,53.8344,52.6306,53.6008,54.4132,54.9516,12.8423,15.2124,16.9966,18.1459,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2217,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0304,41.1237,45.8107,51.3364,49.5431,48.8378,48.6583,61.5554,61.1847,59.71,58.576,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5714,57.8568,55.3145,53.8336,52.6308,53.6013,54.414,54.9525,12.8423,15.2124,16.9966,18.1458,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2218,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0304,41.1239,45.8109,51.3364,49.543,48.8378,48.6583,61.5554,61.1848,59.7101,58.5761,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5711,57.8562,55.3137,53.8328,52.631,53.6018,54.4147,54.9533,12.8423,15.2124,16.9966,18.1458,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2219,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0305,41.124,45.8112,51.3364,49.5429,48.8377,48.6583,61.5553,61.1849,59.7102,58.5761,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5709,57.8556,55.313,53.832,52.6311,53.6023,54.4154,54.9542,12.8423,15.2124,16.9965,18.1457,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2220,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0305,41.1242,45.8114,51.3365,49.5429,48.8377,48.6583,61.5553,61.1851,59.7103,58.5762,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5706,57.855,55.3122,53.8312,52.6313,53.6028,54.4162,54.955,12.8423,15.2123,16.9965,18.1457,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2221,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0305,41.1243,45.8116,51.3365,49.5428,48.8376,48.6583,61.5552,61.1852,59.7104,58.5762,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5704,57.8544,55.3114,53.8304,52.6315,53.6033,54.4169,54.9559,12.8423,15.2123,16.9965,18.1457,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2222,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0305,41.1244,45.8118,51.3365,49.5427,48.8376,48.6583,61.5552,61.1854,59.7105,58.5763,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5701,57.8538,55.3107,53.8295,52.6317,53.6038,54.4176,54.9567,12.8423,15.2123,16.9964,18.1456,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2223,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0306,41.1246,45.812,51.3366,49.5426,48.8375,48.6583,61.5552,61.1855,59.7106,58.5763,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5699,57.8532,55.3099,53.8287,52.6319,53.6043,54.4183,54.9575,12.8423,15.2123,16.9964,18.1456,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2224,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0306,41.1247,45.8123,51.3366,49.5426,48.8375,48.6583,61.5551,61.1856,59.7107,58.5763,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5696,57.8526,55.3091,53.8279,52.632,53.6048,54.4191,54.9584,12.8423,15.2123,16.9964,18.1455,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2225,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0306,41.1248,45.8125,51.3366,49.5425,48.8374,48.6583,61.5551,61.1858,59.7108,58.5764,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5694,57.852,55.3084,53.8271,52.6322,53.6053,54.4198,54.9592,12.8423,15.2123,16.9963,18.1455,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2226,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0307,41.125,45.8127,51.3367,49.5424,48.8374,48.6583,61.555,61.1859,59.7109,58.5764,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5691,57.8514,55.3076,53.8263,52.6324,53.6058,54.4205,54.96,12.8423,15.2122,16.9963,18.1454,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2227,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0307,41.1251,45.8129,51.3367,49.5423,48.8373,48.6583,61.555,61.186,59.711,58.5765,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5689,57.8508,55.3069,53.8255,52.6326,53.6062,54.4212,54.9609,12.8423,15.2122,16.9963,18.1454,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2228,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0307,41.1252,45.8131,51.3367,49.5422,48.8373,48.6583,61.5549,61.1862,59.7111,58.5765,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5686,57.8502,55.3061,53.8247,52.6327,53.6067,54.422,54.9617,12.8423,15.2122,16.9962,18.1453,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2229,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0307,41.1254,45.8134,51.3367,49.5422,48.8372,48.6583,61.5549,61.1863,59.7112,58.5766,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5684,57.8496,55.3053,53.8239,52.6329,53.6072,54.4227,54.9625,12.8423,15.2122,16.9962,18.1453,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
2230,1.95E-15,1.84E-15,1.69E-15,1.58E-15,17.5904,32.0308,41.1255,45.8136,51.3368,49.5421,48.8372,48.6583,61.5549,61.1864,59.7113,58.5766,7.18E-09,2.30E-07,4.40E-07,5.70E-07,60.5681,57.849,55.3046,53.8231,52.6331,53.6077,54.4234,54.9634,12.8423,15.2122,16.9962,18.1453,1.88E-15,1.65E-15,1.47E-15,1.37E-15,9.48E-09,2.35E-07,4.44E-07,5.75E-07
