time,v_c(130),v_c(100),v_c(70),v_c(40),G_i(130),G_i(100),G_i(70),G_i(40),Na_i(130),Na_i(100),Na_i(70),Na_i(40),Cl_i(130),Cl_i(100),Cl_i(70),Cl_i(40),J_W_A(130),J_W_A(100),J_W_A(70),J_W_A(40),Cl_i(130)-A,Cl_i(100)-A,Cl_i(70)-A,Cl_i(40)-A,Na_i(130)-A,Na_i(100)-A,Na_i(70)-A,Na_i(40)-A,G_i(130)-A,G_i(100)-A,G_i(70)-A,G_i(40)-A,v_c(130)-A,v_c(100)-A,v_c(70)-A,v_c(40)-A,J_W_A(130)-A,J_W_A(100)-A,J_W_A(70)-A,J_W_A(40)-A
2308,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5048,3.28824,3.10442,45.9419,37.6338,28.637,18.6477,56.0181,49.7635,41.3097,29.0688,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7538,50.2776,41.5619,29.1305,45.199,37.3204,28.5355,18.6229,7.26869,5.69466,4.39456,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2309,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5048,3.28824,3.10442,45.9419,37.6336,28.6367,18.6475,56.0181,49.7639,41.3102,29.069,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7539,50.2781,41.5625,29.1307,45.1989,37.3202,28.5352,18.6228,7.26868,5.69465,4.39455,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2310,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5048,3.28824,3.10442,45.9419,37.6334,28.6364,18.6474,56.0181,49.7642,41.3107,29.0693,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7541,50.2785,41.563,29.1309,45.1988,37.3199,28.5349,18.6226,7.26868,5.69465,4.39455,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2311,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5048,3.28824,3.10442,45.9419,37.6332,28.6362,18.6473,56.0181,49.7646,41.3112,29.0695,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7543,50.279,41.5636,29.1312,45.1987,37.3196,28.5346,18.6225,7.26868,5.69464,4.39454,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2312,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5048,3.28824,3.10442,45.9419,37.6329,28.6359,18.6472,56.0181,49.765,41.3117,29.0698,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7544,50.2795,41.5641,29.1314,45.1986,37.3194,28.5344,18.6224,7.26868,5.69463,4.39454,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2313,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5048,3.28823,3.10442,45.9419,37.6327,28.6357,18.6471,56.0182,49.7654,41.3122,29.07,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7546,50.28,41.5647,29.1317,45.1985,37.3191,28.5341,18.6223,7.26867,5.69462,4.39453,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2314,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5048,3.28823,3.10442,45.9419,37.6325,28.6354,18.6469,56.0182,49.7657,41.3127,29.0702,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7548,50.2805,41.5652,29.1319,45.1984,37.3189,28.5338,18.6221,7.26867,5.69462,4.39453,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2315,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.5048,3.28823,3.10442,45.9419,37.6323,28.6352,18.6468,56.0182,49.7661,41.3132,29.0705,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.755,50.281,41.5658,29.1322,45.1983,37.3186,28.5336,18.622,7.26867,5.69461,4.39452,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2316,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28823,3.10442,45.9419,37.6321,28.6349,18.6467,56.0182,49.7665,41.3137,29.0707,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7551,50.2814,41.5663,29.1324,45.1982,37.3184,28.5333,18.6219,7.26866,5.6946,4.39452,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2317,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28823,3.10442,45.9418,37.6319,28.6347,18.6466,56.0182,49.7669,41.3142,29.0709,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7553,50.2819,41.5668,29.1327,45.1981,37.3181,28.533,18.6218,7.26866,5.6946,4.39451,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2318,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28823,3.10442,45.9418,37.6317,28.6344,18.6464,56.0182,49.7672,41.3147,29.0712,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7555,50.2824,41.5674,29.1329,45.198,37.3179,28.5327,18.6216,7.26866,5.69459,4.39451,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2319,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28823,3.10442,45.9418,37.6315,28.6342,18.6463,56.0183,49.7676,41.3152,29.0714,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7556,50.2829,41.5679,29.1331,45.1979,37.3176,28.5325,18.6215,7.26866,5.69458,4.3945,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2320,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28823,3.10442,45.9418,37.6313,28.6339,18.6462,56.0183,49.768,41.3157,29.0716,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7558,50.2833,41.5685,29.1334,45.1978,37.3174,28.5322,18.6214,7.26865,5.69458,4.3945,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2321,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28823,3.10442,45.9418,37.6311,28.6336,18.6461,56.0183,49.7684,41.3162,29.0719,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.756,50.2838,41.569,29.1336,45.1977,37.3171,28.5319,18.6213,7.26865,5.69457,4.39449,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2322,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28822,3.10442,45.9418,37.6309,28.6334,18.646,56.0183,49.7687,41.3167,29.0721,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7561,50.2843,41.5696,29.1339,45.1976,37.3169,28.5317,18.6211,7.26865,5.69456,4.39449,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2323,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28822,3.10442,45.9418,37.6307,28.6331,18.6458,56.0183,49.7691,41.3172,29.0723,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7563,50.2848,41.5701,29.1341,45.1975,37.3166,28.5314,18.621,7.26865,5.69456,4.39448,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2324,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28822,3.10442,45.9418,37.6305,28.6329,18.6457,56.0184,49.7695,41.3177,29.0726,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7565,50.2853,41.5706,29.1343,45.1974,37.3164,28.5311,18.6209,7.26864,5.69455,4.39448,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2325,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50479,3.28822,3.10442,45.9418,37.6303,28.6326,18.6456,56.0184,49.7699,41.3182,29.0728,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7567,50.2857,41.5712,29.1346,45.1973,37.3161,28.5309,18.6208,7.26864,5.69454,4.39447,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2326,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28822,3.10442,45.9417,37.6301,28.6324,18.6455,56.0184,49.7702,41.3187,29.073,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7568,50.2862,41.5717,29.1348,45.1972,37.3159,28.5306,18.6206,7.26864,5.69453,4.39446,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2327,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28822,3.10442,45.9417,37.6299,28.6321,18.6453,56.0184,49.7706,41.3192,29.0733,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.757,50.2867,41.5723,29.1351,45.1971,37.3156,28.5303,18.6205,7.26864,5.69453,4.39446,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2328,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28822,3.10442,45.9417,37.6296,28.6319,18.6452,56.0184,49.771,41.3197,29.0735,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7572,50.2872,41.5728,29.1353,45.197,37.3154,28.53,18.6204,7.26863,5.69452,4.39445,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2329,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28822,3.10442,45.9417,37.6294,28.6316,18.6451,56.0184,49.7713,41.3202,29.0737,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7573,50.2876,41.5733,29.1355,45.1969,37.3151,28.5298,18.6203,7.26863,5.69451,4.39445,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2330,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28822,3.10442,45.9417,37.6292,28.6314,18.645,56.0185,49.7717,41.3207,29.074,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7575,50.2881,41.5739,29.1358,45.1968,37.3149,28.5295,18.6202,7.26863,5.69451,4.39444,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2331,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28822,3.10442,45.9417,37.629,28.6311,18.6449,56.0185,49.7721,41.3212,29.0742,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7577,50.2886,41.5744,29.136,45.1967,37.3146,28.5292,18.62,7.26863,5.6945,4.39444,3.46473,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2332,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28821,3.10442,45.9417,37.6288,28.6309,18.6447,56.0185,49.7725,41.3217,29.0744,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7578,50.2891,41.5749,29.1363,45.1966,37.3144,28.529,18.6199,7.26862,5.69449,4.39443,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2333,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28821,3.10442,45.9417,37.6286,28.6306,18.6446,56.0185,49.7728,41.3221,29.0747,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.758,50.2895,41.5755,29.1365,45.1965,37.3141,28.5287,18.6198,7.26862,5.69449,4.39443,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2334,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28821,3.10442,45.9417,37.6284,28.6304,18.6445,56.0185,49.7732,41.3226,29.0749,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7582,50.29,41.576,29.1367,45.1964,37.3139,28.5284,18.6197,7.26862,5.69448,4.39442,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2335,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50478,3.28821,3.10442,45.9416,37.6282,28.6301,18.6444,56.0185,49.7736,41.3231,29.0751,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7583,50.2905,41.5766,29.137,45.1963,37.3136,28.5282,18.6195,7.26861,5.69447,4.39442,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2336,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.28821,3.10442,45.9416,37.628,28.6299,18.6443,56.0186,49.7739,41.3236,29.0754,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7585,50.2909,41.5771,29.1372,45.1962,37.3134,28.5279,18.6194,7.26861,5.69447,4.39441,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2337,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.28821,3.10442,45.9416,37.6278,28.6296,18.6441,56.0186,49.7743,41.3241,29.0756,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7587,50.2914,41.5776,29.1374,45.1961,37.3131,28.5276,18.6193,7.26861,5.69446,4.39441,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2338,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.28821,3.10442,45.9416,37.6276,28.6294,18.644,56.0186,49.7747,41.3246,29.0758,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7588,50.2919,41.5782,29.1377,45.196,37.3129,28.5274,18.6192,7.26861,5.69445,4.3944,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2339,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.28821,3.10442,45.9416,37.6274,28.6291,18.6439,56.0186,49.775,41.3251,29.0761,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.759,50.2924,41.5787,29.1379,45.1959,37.3126,28.5271,18.6191,7.2686,5.69444,4.3944,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2340,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.28821,3.10442,45.9416,37.6272,28.6289,18.6438,56.0186,49.7754,41.3256,29.0763,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7592,50.2928,41.5792,29.1381,45.1958,37.3124,28.5268,18.6189,7.2686,5.69444,4.39439,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2341,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.28821,3.10442,45.9416,37.627,28.6286,18.6437,56.0186,49.7758,41.3261,29.0765,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7593,50.2933,41.5798,29.1384,45.1957,37.3121,28.5266,18.6188,7.2686,5.69443,4.39439,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2342,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.2882,3.10442,45.9416,37.6268,28.6284,18.6435,56.0187,49.7761,41.3266,29.0767,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7595,50.2938,41.5803,29.1386,45.1956,37.3119,28.5263,18.6187,7.2686,5.69442,4.39438,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2343,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.2882,3.10442,45.9416,37.6266,28.6281,18.6434,56.0187,49.7765,41.327,29.077,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7597,50.2942,41.5808,29.1389,45.1955,37.3116,28.526,18.6186,7.26859,5.69442,4.39438,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2344,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.2882,3.10442,45.9415,37.6264,28.6279,18.6433,56.0187,49.7769,41.3275,29.0772,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7598,50.2947,41.5813,29.1391,45.1954,37.3114,28.5258,18.6184,7.26859,5.69441,4.39437,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2345,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.2882,3.10442,45.9415,37.6262,28.6276,18.6432,56.0187,49.7772,41.328,29.0774,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.76,50.2952,41.5819,29.1393,45.1953,37.3111,28.5255,18.6183,7.26859,5.6944,4.39437,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2346,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50477,3.2882,3.10442,45.9415,37.626,28.6274,18.6431,56.0187,49.7776,41.3285,29.0777,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7602,50.2956,41.5824,29.1396,45.1952,37.3109,28.5252,18.6182,7.26859,5.6944,4.39436,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2347,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.2882,3.10442,45.9415,37.6258,28.6271,18.643,56.0187,49.778,41.329,29.0779,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7603,50.2961,41.5829,29.1398,45.1951,37.3106,28.525,18.6181,7.26858,5.69439,4.39436,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2348,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.2882,3.10442,45.9415,37.6256,28.6269,18.6428,56.0188,49.7783,41.3295,29.0781,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7605,50.2966,41.5835,29.14,45.1951,37.3104,28.5247,18.618,7.26858,5.69438,4.39435,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2349,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.2882,3.10442,45.9415,37.6254,28.6267,18.6427,56.0188,49.7787,41.33,29.0783,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7607,50.297,41.584,29.1403,45.195,37.3101,28.5245,18.6178,7.26858,5.69438,4.39435,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2350,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.2882,3.10442,45.9415,37.6252,28.6264,18.6426,56.0188,49.7791,41.3304,29.0786,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7608,50.2975,41.5845,29.1405,45.1949,37.3099,28.5242,18.6177,7.26858,5.69437,4.39434,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2351,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.2882,3.10442,45.9415,37.625,28.6262,18.6425,56.0188,49.7794,41.3309,29.0788,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.761,50.298,41.5851,29.1407,45.1948,37.3096,28.5239,18.6176,7.26857,5.69436,4.39434,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2352,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.28819,3.10442,45.9415,37.6248,28.6259,18.6424,56.0188,49.7798,41.3314,29.079,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7612,50.2984,41.5856,29.141,45.1947,37.3094,28.5237,18.6175,7.26857,5.69436,4.39433,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2353,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.28819,3.10442,45.9415,37.6246,28.6257,18.6423,56.0188,49.7802,41.3319,29.0792,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7613,50.2989,41.5861,29.1412,45.1946,37.3091,28.5234,18.6174,7.26857,5.69435,4.39433,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2354,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.28819,3.10442,45.9414,37.6244,28.6254,18.6421,56.0189,49.7805,41.3324,29.0795,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7615,50.2994,41.5866,29.1414,45.1945,37.3089,28.5231,18.6172,7.26857,5.69434,4.39432,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2355,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.28819,3.10442,45.9414,37.6242,28.6252,18.642,56.0189,49.7809,41.3329,29.0797,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7617,50.2998,41.5872,29.1417,45.1944,37.3087,28.5229,18.6171,7.26856,5.69433,4.39432,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2356,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50476,3.28819,3.10442,45.9414,37.624,28.6249,18.6419,56.0189,49.7813,41.3333,29.0799,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7618,50.3003,41.5877,29.1419,45.1943,37.3084,28.5226,18.617,7.26856,5.69433,4.39431,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2357,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28819,3.10442,45.9414,37.6238,28.6247,18.6418,56.0189,49.7816,41.3338,29.0802,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.762,50.3008,41.5882,29.1421,45.1942,37.3082,28.5224,18.6169,7.26856,5.69432,4.39431,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2358,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28819,3.10442,45.9414,37.6236,28.6244,18.6417,56.0189,49.782,41.3343,29.0804,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7621,50.3012,41.5887,29.1423,45.1941,37.3079,28.5221,18.6168,7.26856,5.69431,4.3943,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2359,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28819,3.10442,45.9414,37.6234,28.6242,18.6416,56.0189,49.7823,41.3348,29.0806,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7623,50.3017,41.5893,29.1426,45.194,37.3077,28.5218,18.6166,7.26855,5.69431,4.3943,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2360,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28819,3.10442,45.9414,37.6232,28.6239,18.6414,56.019,49.7827,41.3353,29.0808,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7625,50.3022,41.5898,29.1428,45.1939,37.3074,28.5216,18.6165,7.26855,5.6943,4.39429,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2361,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28819,3.10442,45.9414,37.623,28.6237,18.6413,56.019,49.7831,41.3357,29.081,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7626,50.3026,41.5903,29.143,45.1938,37.3072,28.5213,18.6164,7.26855,5.69429,4.39429,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2362,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28818,3.10442,45.9414,37.6228,28.6235,18.6412,56.019,49.7834,41.3362,29.0813,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.7628,50.3031,41.5908,29.1433,45.1937,37.3069,28.5211,18.6163,7.26855,5.69429,4.39428,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
2363,2.20E-15,2.77E-15,3.54E-15,4.42E-15,3.72565,3.50475,3.28818,3.10442,45.9413,37.6226,28.6232,18.6411,56.019,49.7838,41.3367,29.0815,-4.28E-07,-9.54E-07,-1.53E-06,-2.14E-06,56.763,50.3036,41.5914,29.1435,45.1936,37.3067,28.5208,18.6162,7.26854,5.69428,4.39428,3.46474,2.26E-15,2.83E-15,3.59E-15,4.44E-15,-4.37E-07,-9.61E-07,-1.54E-06,-2.14E-06
