time,v_c(130),v_c(100),v_c(70),v_c(40),G_i(130),G_i(100),G_i(70),G_i(40),Na_i(130),Na_i(100),Na_i(70),Na_i(40),Cl_i(130),Cl_i(100),Cl_i(70),Cl_i(40),J_W_A(130),J_W_A(100),J_W_A(70),J_W_A(40),Cl_i(130)-A,Cl_i(100)-A,Cl_i(70)-A,Cl_i(40)-A,Na_i(130)-A,Na_i(100)-A,Na_i(70)-A,Na_i(40)-A,G_i(130)-A,G_i(100)-A,G_i(70)-A,G_i(40)-A,v_c(130)-A,v_c(100)-A,v_c(70)-A,v_c(40)-A,J_W_A(130)-A,J_W_A(100)-A,J_W_A(70)-A,J_W_A(40)-A
57,2.15E-15,2.58E-15,3.16E-15,3.92E-15,4.13843,3.81153,3.46779,3.14067,43.0142,35.7252,28.1978,19.9359,53.9535,44.9686,35.8856,26.2233,-4.30E-07,-9.74E-07,-1.61E-06,-2.35E-06,53.3893,44.6048,35.6831,26.1317,42.5364,35.4253,28.0375,19.8688,7.96491,6.52687,5.22331,4.14251,2.18E-15,2.61E-15,3.19E-15,3.94E-15,-4.49E-07,-9.91E-07,-1.62E-06,-2.36E-06
58,2.15E-15,2.58E-15,3.16E-15,3.92E-15,4.11689,3.79639,3.45841,3.13574,43.0336,35.744,28.2042,19.9104,53.9687,44.985,35.8903,26.1948,-4.30E-07,-9.73E-07,-1.61E-06,-2.34E-06,53.4022,44.6201,35.6878,26.1037,42.5533,35.443,28.0439,19.8439,7.95989,6.51999,5.21446,4.1321,2.18E-15,2.61E-15,3.19E-15,3.95E-15,-4.48E-07,-9.90E-07,-1.62E-06,-2.35E-06
59,2.15E-15,2.58E-15,3.16E-15,3.93E-15,4.09637,3.78196,3.44952,3.13117,43.0527,35.7627,28.2112,19.8865,53.9836,45.0015,35.8959,26.1681,-4.30E-07,-9.72E-07,-1.60E-06,-2.33E-06,53.4151,44.6357,35.6934,26.0777,42.5701,35.4608,28.051,19.8206,7.9549,6.5132,5.2058,4.12199,2.18E-15,2.61E-15,3.19E-15,3.95E-15,-4.48E-07,-9.90E-07,-1.62E-06,-2.35E-06
60,2.15E-15,2.58E-15,3.17E-15,3.93E-15,4.07683,3.76822,3.44109,3.12693,43.0716,35.7814,28.2187,19.8641,53.9983,45.018,35.9022,26.1432,-4.31E-07,-9.72E-07,-1.60E-06,-2.33E-06,53.4279,44.6514,35.6999,26.0534,42.5869,35.4787,28.0587,19.7989,7.94996,6.50651,5.19733,4.11218,2.18E-15,2.61E-15,3.19E-15,3.96E-15,-4.48E-07,-9.89E-07,-1.62E-06,-2.34E-06
61,2.15E-15,2.58E-15,3.17E-15,3.94E-15,4.05825,3.75513,3.4331,3.123,43.0902,35.8001,28.2268,19.8431,54.0127,45.0345,35.9092,26.12,-4.31E-07,-9.72E-07,-1.60E-06,-2.32E-06,53.4407,44.6673,35.7071,26.0309,42.6036,35.4967,28.067,19.7785,7.94505,6.4999,5.18902,4.10263,2.18E-15,2.61E-15,3.19E-15,3.96E-15,-4.48E-07,-9.88E-07,-1.61E-06,-2.33E-06
62,2.15E-15,2.58E-15,3.17E-15,3.94E-15,4.04058,3.74267,3.42553,3.11936,43.1086,35.8187,28.2353,19.8234,54.0268,45.051,35.9168,26.0984,-4.31E-07,-9.71E-07,-1.60E-06,-2.31E-06,53.4535,44.6834,35.715,26.01,42.6202,35.5148,28.0758,19.7595,7.94018,6.49337,5.18089,4.09335,2.18E-15,2.61E-15,3.20E-15,3.97E-15,-4.48E-07,-9.87E-07,-1.61E-06,-2.32E-06
63,2.15E-15,2.58E-15,3.17E-15,3.95E-15,4.02378,3.7308,3.41835,3.11599,43.1268,35.8372,28.2443,19.8049,54.0407,45.0674,35.925,26.0783,-4.31E-07,-9.71E-07,-1.59E-06,-2.31E-06,53.4662,44.6995,35.7235,25.9906,42.6367,35.5329,28.0852,19.7417,7.93535,6.48692,5.17292,4.08431,2.18E-15,2.61E-15,3.20E-15,3.97E-15,-4.48E-07,-9.87E-07,-1.61E-06,-2.32E-06
64,2.15E-15,2.58E-15,3.17E-15,3.95E-15,4.00781,3.7195,3.41154,3.11287,43.1447,35.8557,28.2536,19.7877,54.0543,45.0839,35.9337,26.0596,-4.31E-07,-9.71E-07,-1.59E-06,-2.30E-06,53.4789,44.7158,35.7327,25.9727,42.6532,35.551,28.0949,19.7252,7.93055,6.48055,5.16509,4.07552,2.18E-15,2.61E-15,3.20E-15,3.98E-15,-4.48E-07,-9.86E-07,-1.60E-06,-2.31E-06
65,2.15E-15,2.58E-15,3.17E-15,3.96E-15,3.99264,3.70875,3.40509,3.10999,43.1623,35.8741,28.2633,19.7715,54.0677,45.1002,35.9429,26.0423,-4.32E-07,-9.70E-07,-1.59E-06,-2.30E-06,53.4915,44.7322,35.7424,25.9562,42.6696,35.5692,28.1051,19.7097,7.92579,6.47425,5.15741,4.06695,2.18E-15,2.61E-15,3.20E-15,3.98E-15,-4.48E-07,-9.86E-07,-1.60E-06,-2.30E-06
66,2.15E-15,2.59E-15,3.18E-15,3.96E-15,3.97823,3.69852,3.39897,3.10733,43.1798,35.8923,28.2733,19.7564,54.0808,45.1166,35.9525,26.0262,-4.32E-07,-9.70E-07,-1.59E-06,-2.29E-06,53.5041,44.7486,35.7527,25.9409,42.6858,35.5873,28.1156,19.6954,7.92107,6.46802,5.14987,4.0586,2.18E-15,2.62E-15,3.20E-15,3.98E-15,-4.48E-07,-9.85E-07,-1.60E-06,-2.30E-06
67,2.15E-15,2.59E-15,3.18E-15,3.96E-15,3.96455,3.68879,3.39317,3.10488,43.197,35.9105,28.2836,19.7423,54.0937,45.1328,35.9626,26.0114,-4.32E-07,-9.70E-07,-1.59E-06,-2.28E-06,53.5166,44.7651,35.7634,25.9269,42.702,35.6054,28.1264,19.682,7.91638,6.46185,5.14246,4.05046,2.18E-15,2.62E-15,3.21E-15,3.99E-15,-4.48E-07,-9.85E-07,-1.60E-06,-2.29E-06
68,2.15E-15,2.59E-15,3.18E-15,3.97E-15,3.95157,3.67953,3.38767,3.10262,43.214,35.9285,28.2942,19.7291,54.1064,45.149,35.973,25.9977,-4.32E-07,-9.70E-07,-1.58E-06,-2.28E-06,53.5291,44.7816,35.7745,25.9141,42.7181,35.6235,28.1376,19.6696,7.91173,6.45575,5.13518,4.04252,2.18E-15,2.62E-15,3.21E-15,3.99E-15,-4.48E-07,-9.84E-07,-1.60E-06,-2.29E-06
69,2.15E-15,2.59E-15,3.18E-15,3.97E-15,3.93925,3.67072,3.38245,3.10055,43.2308,35.9464,28.3049,19.7168,54.1189,45.1651,35.9838,25.9851,-4.32E-07,-9.70E-07,-1.58E-06,-2.27E-06,53.5415,44.7981,35.7861,25.9023,42.7342,35.6416,28.149,19.6581,7.9071,6.44972,5.12802,4.03478,2.18E-15,2.62E-15,3.21E-15,4.00E-15,-4.47E-07,-9.84E-07,-1.59E-06,-2.28E-06
70,2.15E-15,2.59E-15,3.18E-15,3.98E-15,3.92757,3.66234,3.37751,3.09864,43.2473,35.9642,28.3159,19.7054,54.1311,45.1811,35.9948,25.9736,-4.33E-07,-9.70E-07,-1.58E-06,-2.27E-06,53.5539,44.8146,35.798,25.8916,42.7501,35.6596,28.1607,19.6475,7.90251,6.44374,5.12097,4.02721,2.18E-15,2.62E-15,3.21E-15,4.00E-15,-4.47E-07,-9.84E-07,-1.59E-06,-2.28E-06
71,2.15E-15,2.59E-15,3.18E-15,3.98E-15,3.9165,3.65438,3.37282,3.09689,43.2637,35.9819,28.327,19.6947,54.1432,45.197,36.0062,25.963,-4.33E-07,-9.69E-07,-1.58E-06,-2.27E-06,53.5661,44.8312,35.8102,25.8819,42.7659,35.6776,28.1726,19.6377,7.89796,6.43782,5.11404,4.01983,2.18E-15,2.62E-15,3.21E-15,4.00E-15,-4.47E-07,-9.83E-07,-1.59E-06,-2.27E-06
72,2.15E-15,2.59E-15,3.18E-15,3.98E-15,3.90599,3.64681,3.36838,3.09529,43.2798,35.9995,28.3383,19.6849,54.155,45.2128,36.0178,25.9533,-4.33E-07,-9.69E-07,-1.58E-06,-2.26E-06,53.5784,44.8477,35.8227,25.8732,42.7817,35.6955,28.1846,19.6286,7.89343,6.43196,5.10721,4.01261,2.18E-15,2.62E-15,3.21E-15,4.01E-15,-4.47E-07,-9.83E-07,-1.59E-06,-2.27E-06
73,2.15E-15,2.59E-15,3.18E-15,3.99E-15,3.89602,3.63961,3.36416,3.09383,43.2958,36.0169,28.3497,19.6757,54.1667,45.2284,36.0296,25.9445,-4.33E-07,-9.69E-07,-1.58E-06,-2.26E-06,53.5905,44.8643,35.8355,25.8653,42.7974,35.7133,28.1969,19.6202,7.88894,6.42615,5.10048,4.00555,2.18E-15,2.62E-15,3.21E-15,4.01E-15,-4.47E-07,-9.83E-07,-1.59E-06,-2.26E-06
74,2.15E-15,2.59E-15,3.19E-15,3.99E-15,3.88657,3.63277,3.36016,3.09249,43.3116,36.0341,28.3613,19.6672,54.1782,45.244,36.0416,25.9365,-4.33E-07,-9.69E-07,-1.58E-06,-2.25E-06,53.6027,44.8808,35.8486,25.8583,42.8129,35.7311,28.2093,19.6126,7.88448,6.4204,5.09386,3.99866,2.18E-15,2.62E-15,3.22E-15,4.01E-15,-4.47E-07,-9.82E-07,-1.59E-06,-2.26E-06
75,2.15E-15,2.59E-15,3.19E-15,3.99E-15,3.87761,3.62627,3.35638,3.09128,43.3272,36.0513,28.3729,19.6593,54.1894,45.2595,36.0538,25.9294,-4.33E-07,-9.69E-07,-1.58E-06,-2.25E-06,53.6147,44.8973,35.8619,25.8521,42.8284,35.7488,28.2218,19.6056,7.88005,6.41471,5.08733,3.99191,2.18E-15,2.62E-15,3.22E-15,4.02E-15,-4.47E-07,-9.82E-07,-1.59E-06,-2.26E-06
76,2.15E-15,2.59E-15,3.19E-15,3.99E-15,3.86913,3.62009,3.35278,3.09017,43.3426,36.0682,28.3847,19.6521,54.2005,45.2749,36.0662,25.9229,-4.33E-07,-9.69E-07,-1.57E-06,-2.25E-06,53.6267,44.9137,35.8754,25.8466,42.8438,35.7665,28.2345,19.5991,7.87566,6.40906,5.08088,3.98531,2.18E-15,2.62E-15,3.22E-15,4.02E-15,-4.47E-07,-9.82E-07,-1.58E-06,-2.25E-06
77,2.15E-15,2.59E-15,3.19E-15,4.00E-15,3.86111,3.61422,3.34937,3.08918,43.3579,36.0851,28.3965,19.6454,54.2115,45.2901,36.0787,25.9172,-4.33E-07,-9.69E-07,-1.57E-06,-2.24E-06,53.6386,44.9301,35.8891,25.8419,42.8591,35.784,28.2472,19.5933,7.87129,6.40347,5.07453,3.97884,2.18E-15,2.62E-15,3.22E-15,4.02E-15,-4.47E-07,-9.82E-07,-1.58E-06,-2.25E-06
78,2.15E-15,2.59E-15,3.19E-15,4.00E-15,3.8535,3.60864,3.34614,3.08827,43.373,36.1018,28.4083,19.6393,54.2223,45.3053,36.0913,25.9121,-4.34E-07,-9.69E-07,-1.57E-06,-2.24E-06,53.6505,44.9465,35.9029,25.8379,42.8744,35.8015,28.2601,19.588,7.86695,6.39792,5.06827,3.97251,2.19E-15,2.62E-15,3.22E-15,4.03E-15,-4.47E-07,-9.81E-07,-1.58E-06,-2.25E-06
79,2.15E-15,2.59E-15,3.19E-15,4.00E-15,3.84631,3.60334,3.34308,3.08746,43.3879,36.1184,28.4202,19.6336,54.2329,45.3203,36.1041,25.9077,-4.34E-07,-9.69E-07,-1.57E-06,-2.24E-06,53.6623,44.9629,35.9169,25.8344,42.8895,35.8189,28.273,19.5832,7.86265,6.39243,5.06208,3.96631,2.19E-15,2.62E-15,3.22E-15,4.03E-15,-4.47E-07,-9.81E-07,-1.58E-06,-2.24E-06
80,2.15E-15,2.59E-15,3.19E-15,4.01E-15,3.8395,3.59831,3.34017,3.08674,43.4026,36.1348,28.4322,19.6285,54.2433,45.3352,36.1169,25.9039,-4.34E-07,-9.69E-07,-1.57E-06,-2.23E-06,53.674,44.9791,35.931,25.8316,42.9045,35.8362,28.2859,19.5789,7.85837,6.38698,5.05598,3.96024,2.19E-15,2.62E-15,3.22E-15,4.03E-15,-4.47E-07,-9.81E-07,-1.58E-06,-2.24E-06
81,2.15E-15,2.59E-15,3.19E-15,4.01E-15,3.83306,3.59353,3.33742,3.08609,43.4172,36.1511,28.4441,19.6238,54.2536,45.35,36.1299,25.9007,-4.34E-07,-9.69E-07,-1.57E-06,-2.23E-06,53.6857,44.9954,35.9452,25.8294,42.9195,35.8534,28.2989,19.5751,7.85413,6.38158,5.04996,3.95428,2.19E-15,2.63E-15,3.22E-15,4.03E-15,-4.47E-07,-9.81E-07,-1.58E-06,-2.24E-06
82,2.15E-15,2.59E-15,3.20E-15,4.01E-15,3.82697,3.58898,3.33481,3.08552,43.4317,36.1673,28.4561,19.6195,54.2638,45.3647,36.1429,25.898,-4.34E-07,-9.69E-07,-1.57E-06,-2.23E-06,53.6973,45.0116,35.9596,25.8277,42.9344,35.8705,28.312,19.5717,7.84992,6.37623,5.04401,3.94844,2.19E-15,2.63E-15,3.23E-15,4.04E-15,-4.47E-07,-9.81E-07,-1.58E-06,-2.23E-06
83,2.15E-15,2.59E-15,3.20E-15,4.01E-15,3.8212,3.58468,3.33233,3.08501,43.446,36.1833,28.4681,19.6157,54.2738,45.3792,36.1559,25.8958,-4.34E-07,-9.69E-07,-1.57E-06,-2.23E-06,53.7089,45.0277,35.974,25.8266,42.9492,35.8875,28.3251,19.5687,7.84573,6.37092,5.03813,3.94271,2.19E-15,2.63E-15,3.23E-15,4.04E-15,-4.47E-07,-9.80E-07,-1.58E-06,-2.23E-06
84,2.15E-15,2.59E-15,3.20E-15,4.02E-15,3.81574,3.58059,3.32998,3.08457,43.4601,36.1992,28.4801,19.6122,54.2837,45.3937,36.1691,25.8941,-4.34E-07,-9.69E-07,-1.57E-06,-2.22E-06,53.7204,45.0437,35.9885,25.8259,42.9639,35.9044,28.3381,19.5661,7.84158,6.36565,5.03233,3.93709,2.19E-15,2.63E-15,3.23E-15,4.04E-15,-4.47E-07,-9.80E-07,-1.58E-06,-2.23E-06
85,2.15E-15,2.59E-15,3.20E-15,4.02E-15,3.81058,3.5767,3.32775,3.08418,43.4741,36.2149,28.492,19.6091,54.2934,45.408,36.1822,25.8929,-4.34E-07,-9.69E-07,-1.57E-06,-2.22E-06,53.7318,45.0597,36.0031,25.8257,42.9785,35.9212,28.3512,19.5638,7.83745,6.36043,5.02659,3.93158,2.19E-15,2.63E-15,3.23E-15,4.04E-15,-4.46E-07,-9.80E-07,-1.58E-06,-2.23E-06
86,2.15E-15,2.59E-15,3.20E-15,4.02E-15,3.80571,3.57301,3.32564,3.08385,43.488,36.2305,28.504,19.6064,54.3031,45.4223,36.1954,25.8921,-4.34E-07,-9.69E-07,-1.57E-06,-2.22E-06,53.7432,45.0757,36.0177,25.8259,42.993,35.9379,28.3643,19.5619,7.83335,6.35526,5.02092,3.92616,2.19E-15,2.63E-15,3.23E-15,4.05E-15,-4.46E-07,-9.80E-07,-1.58E-06,-2.22E-06
87,2.15E-15,2.60E-15,3.20E-15,4.02E-15,3.80111,3.56951,3.32364,3.08358,43.5018,36.246,28.5159,19.6039,54.3126,45.4364,36.2086,25.8917,-4.34E-07,-9.69E-07,-1.57E-06,-2.22E-06,53.7545,45.0915,36.0324,25.8266,43.0075,35.9545,28.3774,19.5603,7.82928,6.35013,5.01532,3.92084,2.19E-15,2.63E-15,3.23E-15,4.05E-15,-4.46E-07,-9.80E-07,-1.58E-06,-2.22E-06
88,2.15E-15,2.60E-15,3.20E-15,4.02E-15,3.79676,3.56619,3.32174,3.08334,43.5154,36.2614,28.5278,19.6018,54.322,45.4504,36.2219,25.8917,-4.34E-07,-9.69E-07,-1.57E-06,-2.22E-06,53.7658,45.1073,36.0471,25.8276,43.0218,35.971,28.3905,19.5591,7.82524,6.34504,5.00978,3.91562,2.19E-15,2.63E-15,3.23E-15,4.05E-15,-4.46E-07,-9.80E-07,-1.57E-06,-2.22E-06
89,2.15E-15,2.60E-15,3.20E-15,4.03E-15,3.79264,3.56304,3.31993,3.08316,43.5289,36.2766,28.5397,19.6,54.3312,45.4643,36.2351,25.8921,-4.34E-07,-9.69E-07,-1.57E-06,-2.21E-06,53.777,45.1231,36.0619,25.829,43.0361,35.9874,28.4035,19.5581,7.82123,6.33999,5.00431,3.91049,2.19E-15,2.63E-15,3.23E-15,4.05E-15,-4.46E-07,-9.79E-07,-1.57E-06,-2.22E-06
90,2.15E-15,2.60E-15,3.20E-15,4.03E-15,3.78874,3.56004,3.31823,3.08301,43.5423,36.2917,28.5515,19.5984,54.3404,45.4781,36.2484,25.8929,-4.34E-07,-9.69E-07,-1.57E-06,-2.21E-06,53.7882,45.1387,36.0767,25.8308,43.0503,36.0037,28.4165,19.5573,7.81725,6.33498,4.99889,3.90545,2.19E-15,2.63E-15,3.23E-15,4.05E-15,-4.46E-07,-9.79E-07,-1.57E-06,-2.22E-06
91,2.15E-15,2.60E-15,3.20E-15,4.03E-15,3.78506,3.5572,3.31661,3.0829,43.5555,36.3066,28.5633,19.5971,54.3494,45.4918,36.2616,25.8939,-4.34E-07,-9.69E-07,-1.57E-06,-2.21E-06,53.7993,45.1543,36.0914,25.8329,43.0644,36.0199,28.4295,19.5569,7.81329,6.33001,4.99354,3.90049,2.19E-15,2.63E-15,3.24E-15,4.06E-15,-4.46E-07,-9.79E-07,-1.57E-06,-2.21E-06
92,2.16E-15,2.60E-15,3.21E-15,4.03E-15,3.78158,3.5545,3.31507,3.08282,43.5686,36.3215,28.575,19.596,54.3584,45.5054,36.2749,25.8953,-4.35E-07,-9.69E-07,-1.56E-06,-2.21E-06,53.8103,45.1698,36.1062,25.8353,43.0784,36.036,28.4424,19.5566,7.80936,6.32508,4.98824,3.89561,2.19E-15,2.63E-15,3.24E-15,4.06E-15,-4.46E-07,-9.79E-07,-1.57E-06,-2.21E-06
93,2.16E-15,2.60E-15,3.21E-15,4.03E-15,3.77829,3.55194,3.31361,3.08277,43.5817,36.3362,28.5867,19.5952,54.3672,45.5189,36.2881,25.897,-4.35E-07,-9.68E-07,-1.56E-06,-2.21E-06,53.8213,45.1853,36.121,25.838,43.0924,36.052,28.4553,19.5566,7.80546,6.3202,4.983,3.89082,2.19E-15,2.63E-15,3.24E-15,4.06E-15,-4.46E-07,-9.79E-07,-1.57E-06,-2.21E-06
94,2.16E-15,2.60E-15,3.21E-15,4.04E-15,3.77519,3.54951,3.31223,3.08276,43.5946,36.3508,28.5983,19.5946,54.376,45.5323,36.3013,25.8989,-4.35E-07,-9.68E-07,-1.56E-06,-2.20E-06,53.8322,45.2006,36.1358,25.841,43.1063,36.0679,28.4681,19.5568,7.80159,6.31535,4.97781,3.88611,2.19E-15,2.63E-15,3.24E-15,4.06E-15,-4.46E-07,-9.79E-07,-1.57E-06,-2.21E-06
95,2.16E-15,2.60E-15,3.21E-15,4.04E-15,3.77225,3.5472,3.31092,3.08277,43.6074,36.3652,28.6099,19.5942,54.3846,45.5456,36.3145,25.9012,-4.35E-07,-9.68E-07,-1.56E-06,-2.20E-06,53.8431,45.2159,36.1506,25.8442,43.12,36.0837,28.4809,19.5572,7.79774,6.31054,4.97268,3.88147,2.19E-15,2.63E-15,3.24E-15,4.06E-15,-4.46E-07,-9.79E-07,-1.57E-06,-2.21E-06
96,2.16E-15,2.60E-15,3.21E-15,4.04E-15,3.76946,3.54501,3.30968,3.0828,43.6201,36.3796,28.6214,19.5939,54.3932,45.5588,36.3277,25.9036,-4.35E-07,-9.68E-07,-1.56E-06,-2.20E-06,53.8539,45.2312,36.1653,25.8477,43.1338,36.0993,28.4937,19.5578,7.79392,6.30577,4.96761,3.8769,2.19E-15,2.63E-15,3.24E-15,4.07E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.20E-06
97,2.16E-15,2.60E-15,3.21E-15,4.04E-15,3.76681,3.54293,3.30851,3.08286,43.6327,36.3938,28.6328,19.5939,54.4017,45.5719,36.3408,25.9063,-4.35E-07,-9.68E-07,-1.56E-06,-2.20E-06,53.8646,45.2463,36.1801,25.8515,43.1474,36.1149,28.5063,19.5586,7.79013,6.30103,4.96258,3.87241,2.19E-15,2.63E-15,3.24E-15,4.07E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.20E-06
98,2.16E-15,2.60E-15,3.21E-15,4.04E-15,3.7643,3.54096,3.30739,3.08294,43.6452,36.4079,28.6442,19.594,54.4101,45.5849,36.3539,25.9093,-4.35E-07,-9.68E-07,-1.56E-06,-2.20E-06,53.8753,45.2614,36.1948,25.8554,43.1609,36.1304,28.5189,19.5595,7.78637,6.29634,4.95761,3.86798,2.19E-15,2.63E-15,3.24E-15,4.07E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.20E-06
99,2.16E-15,2.60E-15,3.21E-15,4.04E-15,3.76194,3.53908,3.30633,3.08304,43.6576,36.4219,28.6555,19.5943,54.4184,45.5978,36.367,25.9124,-4.35E-07,-9.68E-07,-1.56E-06,-2.20E-06,53.8859,45.2764,36.2095,25.8596,43.1744,36.1457,28.5315,19.5605,7.78263,6.29168,4.95269,3.86362,2.19E-15,2.64E-15,3.24E-15,4.07E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.20E-06
100,2.16E-15,2.60E-15,3.21E-15,4.05E-15,3.75972,3.53731,3.30533,3.08315,43.6699,36.4358,28.6667,19.5947,54.4266,45.6106,36.38,25.9158,-4.35E-07,-9.68E-07,-1.56E-06,-2.20E-06,53.8965,45.2913,36.2242,25.864,43.1878,36.161,28.5439,19.5617,7.77891,6.28706,4.94781,3.85933,2.19E-15,2.64E-15,3.24E-15,4.07E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.20E-06
101,2.16E-15,2.60E-15,3.21E-15,4.05E-15,3.75763,3.53562,3.30438,3.08328,43.6821,36.4495,28.6779,19.5952,54.4348,45.6234,36.393,25.9193,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.907,45.3061,36.2388,25.8685,43.2011,36.1761,28.5563,19.5631,7.77523,6.28248,4.94299,3.8551,2.19E-15,2.64E-15,3.25E-15,4.07E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.20E-06
102,2.16E-15,2.60E-15,3.21E-15,4.05E-15,3.75566,3.53403,3.30348,3.08342,43.6942,36.4632,28.689,19.5959,54.4429,45.636,36.406,25.9231,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.9175,45.3209,36.2534,25.8732,43.2143,36.1911,28.5686,19.5645,7.77156,6.27793,4.93821,3.85094,2.19E-15,2.64E-15,3.25E-15,4.08E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.20E-06
103,2.16E-15,2.60E-15,3.22E-15,4.05E-15,3.7538,3.53251,3.30263,3.08358,43.7062,36.4767,28.7,19.5967,54.4509,45.6486,36.4189,25.927,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.9279,45.3356,36.2679,25.8781,43.2275,36.2061,28.5809,19.5661,7.76793,6.27342,4.93348,3.84683,2.19E-15,2.64E-15,3.25E-15,4.08E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.20E-06
104,2.16E-15,2.60E-15,3.22E-15,4.05E-15,3.75205,3.53107,3.30182,3.08375,43.7181,36.4902,28.7109,19.5977,54.4588,45.661,36.4318,25.931,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.9383,45.3502,36.2824,25.8831,43.2405,36.2209,28.5931,19.5678,7.76432,6.26894,4.9288,3.84279,2.19E-15,2.64E-15,3.25E-15,4.08E-15,-4.46E-07,-9.78E-07,-1.57E-06,-2.19E-06
105,2.16E-15,2.60E-15,3.22E-15,4.05E-15,3.7504,3.52971,3.30106,3.08393,43.73,36.5035,28.7218,19.5987,54.4667,45.6734,36.4446,25.9352,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.9486,45.3648,36.2968,25.8883,43.2535,36.2357,28.6052,19.5696,7.76073,6.2645,4.92416,3.8388,2.19E-15,2.64E-15,3.25E-15,4.08E-15,-4.46E-07,-9.77E-07,-1.57E-06,-2.19E-06
106,2.16E-15,2.60E-15,3.22E-15,4.05E-15,3.74884,3.52841,3.30033,3.08412,43.7417,36.5167,28.7326,19.5998,54.4744,45.6857,36.4574,25.9396,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.9588,45.3792,36.3113,25.8937,43.2665,36.2503,28.6172,19.5714,7.75717,6.26009,4.91957,3.83487,2.19E-15,2.64E-15,3.25E-15,4.08E-15,-4.46E-07,-9.77E-07,-1.57E-06,-2.19E-06
107,2.16E-15,2.60E-15,3.22E-15,4.06E-15,3.74737,3.52718,3.29965,3.08431,43.7534,36.5298,28.7433,19.601,54.4822,45.6979,36.4701,25.944,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.969,45.3936,36.3256,25.8991,43.2793,36.2648,28.6291,19.5734,7.75364,6.25572,4.91502,3.83099,2.19E-15,2.64E-15,3.25E-15,4.08E-15,-4.45E-07,-9.77E-07,-1.57E-06,-2.19E-06
108,2.16E-15,2.60E-15,3.22E-15,4.06E-15,3.74598,3.52602,3.29899,3.08452,43.765,36.5429,28.7539,19.6023,54.4898,45.7101,36.4828,25.9486,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.9792,45.408,36.3399,25.9047,43.2921,36.2793,28.6409,19.5754,7.75012,6.25139,4.91052,3.82717,2.19E-15,2.64E-15,3.25E-15,4.08E-15,-4.45E-07,-9.77E-07,-1.57E-06,-2.19E-06
109,2.16E-15,2.61E-15,3.22E-15,4.06E-15,3.74466,3.52492,3.29838,3.08473,43.7765,36.5558,28.7644,19.6037,54.4974,45.7221,36.4954,25.9534,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.9893,45.4222,36.3542,25.9103,43.3048,36.2936,28.6527,19.5775,7.74664,6.24708,4.90605,3.82339,2.19E-15,2.64E-15,3.25E-15,4.09E-15,-4.45E-07,-9.77E-07,-1.57E-06,-2.19E-06
110,2.16E-15,2.61E-15,3.22E-15,4.06E-15,3.7434,3.52388,3.2978,3.08495,43.7879,36.5686,28.7749,19.6052,54.505,45.7341,36.5079,25.9582,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,53.9993,45.4364,36.3683,25.9161,43.3174,36.3078,28.6644,19.5797,7.74318,6.24281,4.90163,3.81967,2.19E-15,2.64E-15,3.25E-15,4.09E-15,-4.45E-07,-9.77E-07,-1.57E-06,-2.19E-06
111,2.16E-15,2.61E-15,3.22E-15,4.06E-15,3.74221,3.52289,3.29724,3.08517,43.7993,36.5813,28.7853,19.6067,54.5124,45.746,36.5204,25.9631,-4.35E-07,-9.68E-07,-1.56E-06,-2.19E-06,54.0093,45.4505,36.3825,25.922,43.3299,36.322,28.676,19.5819,7.73974,6.23858,4.89726,3.816,2.19E-15,2.64E-15,3.25E-15,4.09E-15,-4.45E-07,-9.77E-07,-1.57E-06,-2.19E-06
112,2.16E-15,2.61E-15,3.22E-15,4.06E-15,3.74111,3.52195,3.29672,3.08539,43.8106,36.5939,28.7956,19.6083,54.5199,45.7579,36.5329,25.9681,-4.35E-07,-9.68E-07,-1.56E-06,-2.18E-06,54.0192,45.4645,36.3966,25.928,43.3424,36.336,28.6875,19.5842,7.73633,6.23438,4.89292,3.81238,2.19E-15,2.64E-15,3.26E-15,4.09E-15,-4.45E-07,-9.77E-07,-1.57E-06,-2.19E-06
